Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Conveyor Belt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Albus (White)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Aurantiacus (Orange)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura Amethystinus (Magenta)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caesicius (Light Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Flavus (Yellow)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Viridis (Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Roseus (Pink)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Cinereus (Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Lux Cinereus (Light Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Callainus (Cyan)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura (Purple)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caeruleus (Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Fuscus (Brown)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Paphiae Myrti (Dark Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Rufus (Red)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Nox (Black)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Clock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Oven Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Heated Coke Oven Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Oven Port
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hambone
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Blue Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Green Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Purple Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cobalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ardite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum Brass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Alumite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Solid Ender
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grout
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graveyard Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Consecrated Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Slimedirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glue Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rough Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chondrite Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Chondrite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chondrite Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Tin Decoration Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Aluminum Decoration Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diona Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polongnius Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nibiru Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Koentus Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kapteyn B Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sirius B Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mercury Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Martian Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab1.diona.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab1.quonBrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab1.chiseledQuon.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab1.polongnius.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab1.nibiru.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab1.koentus.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab1.koentusStone.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab1.koentusBrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab2.fronos.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab2.fronosBrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab2.fronosCrackBrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab2.kapteyn.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab2.sirius.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab2.mercury.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab2.venus.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_stone_double_slab2.pluto.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_wood_double_slab.ancientDarkWood.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_wood_double_slab.orangeWood.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_wood_double_slab.coconutWood.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_wood_double_slab.redMapleWood.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_wood_double_slab.crystalWood.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_wood_double_slab.europaWood.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mp_wood_double_slab.alienWood.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dungeon_brick_double_slab1.dionaBrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dungeon_brick_double_slab1.polongniusBrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dungeon_brick_double_slab1.nibiruBrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dungeon_brick_double_slab1.koentusBrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dungeon_brick_double_slab1.fronosBrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dungeon_brick_double_slab1.kapteynBrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dungeon_brick_double_slab1.siriusBrick.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dungeon_brick_double_slab1.mercury.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dungeon_brick_double_slab2.venus.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dungeon_brick_double_slab2.pluto.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fronisium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fronisium TNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infected Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Infected Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dry Oil Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oil Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infected Worm Egg Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Dark Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Dark Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crystal Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Crystal Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crystal Wooden Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crystal Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fronos Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Fronos Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Fronos Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grape Jelly Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raspberry Jelly Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strawberry Jelly Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berry Jelly Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Jelly Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Jelly Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Jelly Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemon Jelly Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iridium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cake Bread
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Cake Bread
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chocolate Cake Bread
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosted White Cake
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosted Pink Cake
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosted White Cream Cake
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosted Chocolate Cake
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cookie Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ovantine Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chocolate Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Caramel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vanilla Cream
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chocolate Cream
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strawberry Cream
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Cream
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tea Cream
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemon Cream
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fronos Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cheese Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fronos Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Fronos Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Fronos Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled White Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth White Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cheese Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Cheese Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Cheese Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.double_fronos_sandstone_slab.fronos.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.double_fronos_sandstone_slab.white.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.double_fronos_sandstone_slab.cheese.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coconut Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coconut Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.huge_sky_mushroom.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rocky Solid Water
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Water Geyser
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magma Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sirius Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sirius Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sirius Redstone Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sirius_redstone_lamp_on.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metallic Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Venus Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Redstone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Smoke Geyser
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Magma Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Venus Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Venus Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.double_venus_sandstone_slab.venus.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteoric Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Xeonium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Pluto Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Brown Pluto Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Xeonium Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magma Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Packed Europa Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Ice Slush
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Salt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Water Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Underwater Geyser
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Underwater Smoke Geyser
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Europa Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Europa Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.double_europa_sandstone_slab.europa.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alphere Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Asteroid Quicksand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alien Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alien Coarse Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alien Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alien Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alien Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.hey.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.nyan.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.pattern.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.yellowGlow.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.whiteGlass.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 1)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 2)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 3)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 4)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 5)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beehive
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.peripheralsplusplus:dummyBlock.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Infused Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Precision TNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polarity Negator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluxed Electrum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flux Crystal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hell Bark Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Trim
